Regenerative Action,Slug,Collection ID,Item ID,Archived,Draft,Created On,Updated On,Published On,🔮 Circles Subdomain,🔮 Circles Domain,🔮 Circles Topic,Mandala Pathway,Liberate Action,Oppress Action,Success Indicators,Circulation Check
Inclusive Deliberation Commons,inclusive-deliberation-commons,6925b5b049ecd80b47887089,6925fd9b019257e7cb64edbb,false,false,Tue Nov 25 2025 19:03:55 GMT+0000 (Coordinated Universal Time),Tue Nov 25 2025 19:03:55 GMT+0000 (Coordinated Universal Time),,communication-and-critique,☀️ Politics,📰 Opinion and Analysis,Healing,"<p>Design “Inclusive Deliberation Commons”—physical and digital spaces with trained facilitators, translation services, and accessibility protocols that ensure all community voices can contribute to public analysis and opinion-forming.</p>","<p>Design public discourse to favor those with resources (e.g., expensive media access, insider networks), excluding others through cost, jargon, and procedural complexity, creating a facade of “open debate” that masks systemic bias.</p>","<p>• 95%+ accessibility rate for all community members in public forums ""• No significant disparity in participation by race• High satisfaction with fairness of deliberative processes</p>",<p>Yes — Opinion and analysis are co-created through inclusive design. Power to shape “the narrative” is distributed class or ability not hoarded.</p>
Inclusive Embodiment Participation System,inclusive-embodiment-participation-system,6925b5b049ecd80b47887089,6925fdaa1783e66c5f61f979,false,false,Tue Nov 25 2025 19:04:10 GMT+0000 (Coordinated Universal Time),Tue Nov 25 2025 19:04:10 GMT+0000 (Coordinated Universal Time),,practice-and-discipline,✴️ Spirituality,🤺 Body Awareness Practices,Healing,"<p>Implement an “Inclusive Embodiment Participation System” where all somatic practices (yoga, dance, breathwork) are co-designed for accessibility across ages, abilities, and sensory needs.</p>","<p>Design body practices that exclude through cost, ableism, and rigid aesthetics, treating movement as a tool for appearance rather than connection.</p>",<p>• 95%+ accessibility to embodiment spaces and activities • High participation across demographics • Reduction in body shame and alienation</p>,"<p>Yes — Participation in embodiment is structured for inclusion, not exclusion.</p>"
Inclusive Energy Participation System,inclusive-energy-participation-system,6925b5b049ecd80b47887089,6925fda5fe0e7fbffb47c575,false,false,Tue Nov 25 2025 19:04:05 GMT+0000 (Coordinated Universal Time),Tue Nov 25 2025 19:04:05 GMT+0000 (Coordinated Universal Time),,materials-and-energy,🌱 Ecology,🔋 Electricity and Gas,Liberation,"<p>Implement an “Inclusive Energy Participation System” where all residents co-manage decentralized, renewable energy grids through rotating roles and transparent dashboards.</p>","<p>Structure energy access through opaque, centralized utilities that exclude community input, prioritize profit over equity, and punish conservation as “lost revenue.”</p>",<p>• 100% of energy decisions involve community input • High trust in energy governance • Reduced per-capita consumption without hardship</p>,"<p>Yes — Participation in energy is structured for inclusion, not exclusion.</p>"
Inclusive Faith & Practice Commons,inclusive-faith-practice-commons,6925b5b049ecd80b47887089,6925fda1a738b5901119fd9d,false,false,Tue Nov 25 2025 19:04:01 GMT+0000 (Coordinated Universal Time),Tue Nov 25 2025 19:04:01 GMT+0000 (Coordinated Universal Time),,identity-and-engagement,🪢 Culture,😜 Religion and Faith,Healing,"<p>Create an “Inclusive Faith &amp; Practice Commons” where all spiritual and philosophical traditions are honored as valid paths, with shared sacred spaces and participatory structures that ensure no single faith dominates.</p>","<p>Grant institutional authority to one faith tradition while marginalizing others as “private” or “irrational,” using policy and space to enforce spiritual conformity.</p>",<p>• 100% of faith traditions have access to sacred space and community recognition • High interfaith collaboration and mutual learning • Reduction in spiritual erasure or coercion</p>,"<p>Yes — Participation in spiritual life is structured for inclusion, not exclusion.</p>"
Inclusive Forest Stewardship System,inclusive-forest-stewardship-system,6925b5b049ecd80b47887089,6925fda644755575467c7696,false,false,Tue Nov 25 2025 19:04:06 GMT+0000 (Coordinated Universal Time),Tue Nov 25 2025 19:04:06 GMT+0000 (Coordinated Universal Time),,flora-and-fauna,🌱 Ecology,🦖 Trees and Shrubs,Liberation,<p>Implement an “Inclusive Forest Stewardship System” where all residents co-manage woodlands through rotating roles and transparent planning—ensuring participation is structured for equity across ages and abilities.</p>,"<p>Design forest management for timber extraction or elite recreation, excluding community input and ignoring ecological and cultural values of trees.</p>",<p>• 100% of woodland areas under community stewardship • High participation in tree planting and care • Reduction in deforestation and fragmentation</p>,"<p>Yes — Participation in forest care is structured for inclusion, not exclusion.</p>"
Inclusive Justice Participation System,inclusive-justice-participation-system,6925b5b049ecd80b47887089,6925fdaa846454427f5b6522,false,false,Tue Nov 25 2025 19:04:10 GMT+0000 (Coordinated Universal Time),Tue Nov 25 2025 19:04:10 GMT+0000 (Coordinated Universal Time),,values-and-compass,✴️ Spirituality,⛲ Justice and Equity,Liberation,"<p>Implement an “Inclusive Justice Participation System” where all community members co-design restorative processes—ensuring participation is structured for equity across identity, ability, and power.</p>","<p>Design justice systems that exclude the marginalized through cost, jargon, and bias, while claiming “impartiality” for the already-privileged.</p>",<p>• 100% of justice processes include co-design input • High satisfaction with fairness across demographics • Reduction in systemic harm</p>,"<p>Yes — Participation in justice is structured for inclusion, not exclusion.</p>"
Inclusive Movement Participation System,inclusive-movement-participation-system,6925b5b049ecd80b47887089,6925fda8ab96f0646bf99acc,false,false,Tue Nov 25 2025 19:04:08 GMT+0000 (Coordinated Universal Time),Tue Nov 25 2025 19:04:08 GMT+0000 (Coordinated Universal Time),,embodiment-and-sustenance,🌱 Ecology,🏋️ Exercise and Fitness,Healing,"<p>Implement an “Inclusive Movement Participation System” where all physical activities—trail building, dance, gardening—are co-designed for accessibility across ages, abilities, and bodies.</p>","<p>Design fitness culture that excludes through cost, ableism, and narrow aesthetics, treating movement as a tool for appearance rather than connection.</p>",<p>• 95%+ accessibility to movement spaces and activities • High participation across demographics • Reduction in movement shame and alienation</p>,"<p>Yes — Participation in movement is structured for inclusion, not exclusion.</p>"
Inclusive Parklands Co-Design System,inclusive-parklands-co-design-system,6925b5b049ecd80b47887089,6925fda686ec3ae0423d24f9,false,false,Tue Nov 25 2025 19:04:06 GMT+0000 (Coordinated Universal Time),Tue Nov 25 2025 19:04:06 GMT+0000 (Coordinated Universal Time),,habitat-and-settlements,🌱 Ecology,🏘️ Parklands and Reserves,Liberation,"<p>Implement an “Inclusive Parklands Co-Design System” where all residents co-create green spaces through rotating working groups—ensuring participation is structured for equity across ages, abilities, and neighborhoods.</p>","<p>Design parks for elite recreation or passive consumption, excluding community input and ignoring ecological and cultural values of green space.</p>",<p>• 100% of parklands co-designed with community input • High usage across all demographics • Integration of habitat corridors and cultural gathering spaces</p>,"<p>Yes — Participation in park creation is structured for inclusion, not exclusion.</p>"
Inclusive Pedagogy Co-Creation System,inclusive-pedagogy-co-creation-system,6925b5b049ecd80b47887089,6925fda4ab96f0646bf99913,false,false,Tue Nov 25 2025 19:04:04 GMT+0000 (Coordinated Universal Time),Tue Nov 25 2025 19:04:04 GMT+0000 (Coordinated Universal Time),,enquiry-and-learning,🪢 Culture,💡 Teaching and Training,Healing,"<p>Implement an “Inclusive Pedagogy Co-Creation System” where all teaching and training is co-designed with learners—ensuring participation is structured for accessibility, relevance, and mutual growth.</p>","<p>Design education systems that exclude through cost, credentialism, and rigid curricula, treating teaching as a one-way transfer from expert to passive recipient.</p>",<p>• 95%+ accessibility to learning across abilities and backgrounds • High satisfaction with relevance and dignity in education • Reduction in learning trauma and alienation</p>,"<p>Yes — Participation in teaching is structured for co-creation, not extraction.</p>"
Inclusive Performance Commons,inclusive-performance-commons,6925b5b049ecd80b47887089,6925fda2f32c17d0378cd71f,false,false,Tue Nov 25 2025 19:04:02 GMT+0000 (Coordinated Universal Time),Tue Nov 25 2025 19:04:02 GMT+0000 (Coordinated Universal Time),,creativity-and-recreation,🪢 Culture,🍄 Performance and Representation,Healing,"<p>Establish an “Inclusive Performance Commons” where all stories, bodies, and identities can be represented on stage and screen—ensuring power over narrative is shared, not concentrated in dominant voices.</p>","<p>Concentrate storytelling power in corporate media that marginalizes, stereotypes, or erases non-dominant identities, treating representation as a commodity to be granted, not a right.</p>",<p>• 100% of community stories have platforms for expression • High participation in community-led performances • Reduction in harmful stereotypes in public narrative</p>,"<p>Yes — Power over representation is a shared commons, not a gatekept privilege.</p>"
Inclusive Relational Participation System,inclusive-relational-participation-system,6925b5b049ecd80b47887089,6925fda9ae3a62e694ea1541,false,false,Tue Nov 25 2025 19:04:09 GMT+0000 (Coordinated Universal Time),Tue Nov 25 2025 19:04:09 GMT+0000 (Coordinated Universal Time),,interconnection-and-cosmology,✴️ Spirituality,🛰️ Relational Ontology,Awakening,<p>Implement an “Inclusive Relational Participation System” where all governance structures are designed as dynamic webs of relationship—not hierarchies—ensuring participation is structured for equity across all beings.</p>,"<p>Design governance as rigid hierarchies that treat relationships as transactional, excluding non-human voices and marginalizing relational ways of knowing.</p>","<p>• 100% of decision-making spaces use relational, circular formats • High satisfaction with inclusivity of non-human perspectives • Reduction in domination-based power structures</p>","<p>Yes — Participation is structured as a web, not a pyramid.</p>"
